"filename", "language", "C++", "CMake", "Markdown", "Swift", "XML", "JSON", "YAML", "Dart", "Properties", "HTML", "Gradle", "comment", "blank", "total"
"c:\Users\ahbaz\StudioProjects\kaio\lib\Destinations\carouselPage.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 1, 7, 47
"c:\Users\ahbaz\StudioProjects\kaio\lib\Destinations\destinationFeature.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 2, 5, 55
"c:\Users\ahbaz\StudioProjects\kaio\lib\Destinations\desttemplate.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 1, 9, 176
"c:\Users\ahbaz\StudioProjects\kaio\lib\Handicrafts\craft.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 1, 6, 37
"c:\Users\ahbaz\StudioProjects\kaio\lib\Literature\BookShape.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 5, 40
"c:\Users\ahbaz\StudioProjects\kaio\lib\Literature\BookShape2.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 6, 34
"c:\Users\ahbaz\StudioProjects\kaio\lib\Literature\BookTemplate.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 1, 9, 168
"c:\Users\ahbaz\StudioProjects\kaio\lib\Literature\Recents.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 4, 22
"c:\Users\ahbaz\StudioProjects\kaio\lib\MainScreens\Cuisine.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 2, 20, 159
"c:\Users\ahbaz\StudioProjects\kaio\lib\MainScreens\Culture.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 4, 38, 212
"c:\Users\ahbaz\StudioProjects\kaio\lib\MainScreens\destinations.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 1, 8, 210
"c:\Users\ahbaz\StudioProjects\kaio\lib\MainScreens\handicrafts.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1282, 0, 0, 0, 8, 35, 1325
"c:\Users\ahbaz\StudioProjects\kaio\lib\MainScreens\literature.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 0, 8, 22, 274
"c:\Users\ahbaz\StudioProjects\kaio\lib\SplashScreen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 1, 7, 49
"c:\Users\ahbaz\StudioProjects\kaio\lib\constants.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 2, 25
"c:\Users\ahbaz\StudioProjects\kaio\lib\data\MainScreen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 1, 4, 51
"c:\Users\ahbaz\StudioProjects\kaio\lib\data\cuisines.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1533, 0, 0, 0, 1, 51, 1585
"c:\Users\ahbaz\StudioProjects\kaio\lib\data\culture.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 11, 275
"c:\Users\ahbaz\StudioProjects\kaio\lib\data\destination.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 449, 0, 0, 0, 1, 22, 472
"c:\Users\ahbaz\StudioProjects\kaio\lib\data\handicrafts.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 1, 6, 77
"c:\Users\ahbaz\StudioProjects\kaio\lib\loginform.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ahbaz\StudioProjects\kaio\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 1, 8, 55
"c:\Users\ahbaz\StudioProjects\kaio\lib\mainScreen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 1, 16, 271
"c:\Users\ahbaz\StudioProjects\kaio\linux\flutter\generated_plugin_registrant.cc", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 16
"c:\Users\ahbaz\StudioProjects\kaio\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\ahbaz\StudioProjects\kaio\linux\flutter\generated_plugins.cmake", "CMake", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"c:\Users\ahbaz\StudioProjects\kaio\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\ahbaz\StudioProjects\kaio\linux\my_application.cc", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"c:\Users\ahbaz\StudioProjects\kaio\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\ahbaz\StudioProjects\kaio\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 4, 21
"c:\Users\ahbaz\StudioProjects\kaio\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\ahbaz\StudioProjects\kaio\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\ahbaz\StudioProjects\kaio\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\ahbaz\StudioProjects\kaio\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 1, 344
"c:\Users\ahbaz\StudioProjects\kaio\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\ahbaz\StudioProjects\kaio\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 51, 16, 155
"c:\Users\ahbaz\StudioProjects\kaio\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 11, 8, 33
"c:\Users\ahbaz\StudioProjects\kaio\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 16, 6, 60
"c:\Users\ahbaz\StudioProjects\kaio\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\ahbaz\StudioProjects\kaio\windows\flutter\generated_plugin_registrant.cc", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\ahbaz\StudioProjects\kaio\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\ahbaz\StudioProjects\kaio\windows\flutter\generated_plugins.cmake", "CMake", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\flutter_window.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 67
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\ahbaz\StudioProjects\kaio\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 540, 39, 13, 60, 463, 296, 91, 5784, 8, 38, 93, 327, 650, 8402
